merge_key,name,times_scores_citations,the_score,qs_score,teaching,subjects_offered,nid,aliases,international_students,disabled,city,year,unaccredited,size,students_to_staff_ratio,research_quality,female_to_male_ratio,country,international_outlook,research_environment,industry_impact,region,closed,acronym,student_population,type,research_output,overall_score
chuouniversity,Chuo University,15.5,16.715999999999998,,18.2,"History, Philosophy & Theology,Chemical Engineering,Business & Management,Physics & Astronomy,Psychology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Chemistry,Law,General Engineering,Biological Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Languages, Literature & Linguistics,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Sociology,Communication & Media Studies,Economics & Econometrics",589244.0,Chuo University,4%,False,,2026.0,False,,20.2,14.7,38 : 62,Japan,31.0,10.8,37.0,,False,,"27,005",,,
cihanuniversitysulaimaniya,,,,,,"Other Health,Medicine & Dentistry,Accounting & Finance,Architecture,Languages, Literature & Linguistics,Law,Computer Science,Business & Management,Education",725073.0,Cihan University Sulaimaniya,,False,,,False,,,,,,,,,,False,,,,,
cihanuniversity–erbil,,,,,,"Other Health,Art, Performing Arts & Design,Business & Management,Computer Science,Law,Sport Science,Economics & Econometrics,General Engineering,Education,Accounting & Finance,Sociology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Biological Sciences,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics",719695.0,Cihan University – Erbil,,False,,,False,,,,,,,,,,False,,,,,
"city,universityoflondon",,78.6,,32.4,,"Mechanical & Aerospace Engineering,Economics & Econometrics,Sociology,Languages, Literature & Linguistics,Other Health,General Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Accounting & Finance,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Psychology,Law,Mathematics & Statistics,Civil Engineering",912.0,"City, University of London",,False,London,,False,L,,,,,,,,Europe,False,,,Public,Very High,
"citystgeorge's,universityoflondon","City St George's, University of London",,54.122,,27.4,,,,41%,,,2026.0,,,17.1,91.8,59 : 41,United Kingdom,95.6,30.1,65.0,,,,"20,905",,,
cityuniversityofmacau,City University of Macau,,39.7235,,30.8,,,,64%,,,2026.0,,,16.6,59.7,53 : 47,Macao,93.5,17.1,18.9,,,,"8,701",,,
cityuniversityofnewyork,,,,,,,,,,,New York City,,,XL,,,,,,,,North America,,,,Public,Very High,
"cityuniversityofscienceandinformationtechnology,peshawar",,,,,,"Accounting & Finance,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Electrical & Electronic Engineering,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Business & Management,Civil Engineering,Other Health,Medicine & Dentistry,Psychology",718760.0,"City University of Science and Information Technology, Peshawar",,False,,,False,,,,,,,,,,False,,,,,
civilaviationacademy,,,,,,"Mechanical & Aerospace Engineering,General Engineering",726015.0,Civil Aviation Academy,,False,,,False,,,,,,,,,,False,,,,,
clarksonuniversity,Clarkson University,41.2,33.384,,32.6,"Languages, Literature & Linguistics,Psychology,Chemical Engineering,Communication & Media Studies,Mathematics & Statistics,Business & Management,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Civil Engineering,Chemistry,Mechanical & Aerospace Engineering,Economics & Econometrics,Education,Politics & International Studies (incl Development Studies),Physics & Astronomy,Sociology,History, Philosophy & Theology,Other Health,Accounting & Finance,Electrical & Electronic Engineering",593486.0,Clarkson University,13%,False,Potsdam,2026.0,False,S,13.2,36.8,35 : 65,United States,65.4,18.2,63.6,North America,False,,"3,546",Private,Very High,
clarkuniversity,Clark University,66.8,37.559,,27.2,"Physics & Astronomy,Education,History, Philosophy & Theology,Psychology,Biological Sciences,Economics & Econometrics,Mathematics & Statistics,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Sociology,Languages, Literature & Linguistics,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Communication & Media Studies",131481.0,Clark University,29%,False,Worcester,2026.0,False,S,12.5,57.2,55 : 45,United States,66.8,19.3,44.2,North America,False,,"3,623",Private,Very High,
claudebernarduniversitylyon1,Claude Bernard University Lyon 1,65.0,41.72,,27.0,"Mathematics & Statistics,Computer Science,Business & Management,Chemical Engineering,Economics & Econometrics,Biological Sciences,Accounting & Finance,Medicine & Dentistry,Chemistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,Mechanical & Aerospace Engineering,Education,Electrical & Electronic Engineering,Physics & Astronomy,Civil Engineering,Veterinary Science,General Engineering,Agriculture & Forestry",886.0,Claude Bernard University Lyon 1,13%,False,,2026.0,False,,16.9,62.6,56 : 44,France,60.2,26.4,70.1,,False,,"35,702",,,
clemsonuniversity,,,,,,,,,,,Clemson,,,L,,,,,,,,North America,,,,Public,Very High,
cochinuniversityofscienceandtechnology,Cochin University of Science and Technology,25.4,34.6615,,40.3,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Law,Computer Science,Business & Management,Languages, Literature & Linguistics,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry",131318.0,Cochin University of Science and Technology,2%,False,,2026.0,False,,14.7,31.6,57 : 43,India,25.0,29.0,75.2,,False,,"4,378",,,
collegeofcharleston,,30.4,,,,"Electrical & Electronic Engineering,Business & Management,History, Philosophy & Theology,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Biological Sciences,Sociology,Archaeology,Chemistry,Other Health,Psychology,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Education,Physics & Astronomy,Economics & Econometrics",594440.0,College of Charleston,,False,,,False,,,,,,,,,,False,,,,,
collegeofwilliamandmary,,,,,,,,,,,Williamsburg,,,M,,,,,,,,North America,,,,Public,Very High,
coloradostateuniversity,,,,26.8,,,,,,,Fort Collins,,,L,,,,,,,,North America,,,,Public,Very High,
"coloradostateuniversity,fortcollins","Colorado State University, Fort Collins",74.4,45.986,,35.0,"Languages, Literature & Linguistics,Agriculture & Forestry,Veterinary Science,Accounting & Finance,Other Health,Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Sport Science,Education,History, Philosophy & Theology,Chemical Engineering,Geography,Computer Science,Physics & Astronomy,Psychology,Electrical & Electronic Engineering,Communication & Media Studies,Business & Management,General Engineering,Chemistry,Archaeology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Civil Engineering,Sociology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies)",696.0,"Colorado State University, Fort Collins",4%,False,,2026.0,False,,15.4,68.7,57 : 43,United States,46.2,30.2,70.7,,False,,"28,466",,,
comeniusuniversitybratislava,Comenius University Bratislava,,29.9305,,29.4,,,,17%,,,2026.0,,,10.4,37.2,65 : 35,Slovakia,52.9,17.0,30.0,,,,"22,226",,,
comeniusuniversityinbratislava,,41.8,,,,"Archaeology,Politics & International Studies (incl Development Studies),Psychology,History, Philosophy & Theology,Physics & Astronomy,Other Health,Sociology,Mathematics & Statistics,Biological Sciences,Law,Medicine & Dentistry,Geography,Business & Management,Computer Science,Geology, Environmental, Earth & Marine Sciences,Education,Communication & Media Studies,Languages, Literature & Linguistics,Sport Science,Chemistry",131488.0,Comenius University in Bratislava,,False,Bratislava,,False,L,,,,,,,,Europe,False,,,Public,Very High,
comillaspontificaluniversity,,26.3,,,,"Other Health,History, Philosophy & Theology,Computer Science,Communication & Media Studies,Law,Education,Economics & Econometrics,Electrical & Electronic Engineering,Geography,Business & Management,Accounting & Finance,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Psychology,Mechanical & Aerospace Engineering,General Engineering,Sociology",633084.0,Comillas Pontifical University,,False,,,False,,,,,,,,,,False,,,,,
communicationuniversityofchina,Communication University of China,15.5,25.252,,25.7,"Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Business & Management,Electrical & Electronic Engineering,Law,Art, Performing Arts & Design,Communication & Media Studies,Computer Science,Accounting & Finance,Mathematics & Statistics,Sociology,Economics & Econometrics",625068.0,Communication University of China,2%,False,,2026.0,False,,15.5,29.4,68 : 32,China,24.3,16.4,56.8,,False,,"18,027",,,
comsatsuniversityislamabad,COMSATS University Islamabad,88.2,42.1595,,19.8,"Physics & Astronomy,Chemistry,Mechanical & Aerospace Engineering,Accounting & Finance,Computer Science,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Architecture,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Psychology,General Engineering,Chemical Engineering,Biological Sciences,Business & Management,Other Health,Communication & Media Studies,Geography",587793.0,COMSATS University Islamabad,1%,False,Islamabad,2026.0,False,XL,15.8,86.2,39 : 61,Pakistan,50.9,16.9,43.5,Asia,False,,"33,193",Public,Very High,
concordiauniversity,Concordia University,66.2,42.142,,24.5,"History, Philosophy & Theology,Art, Performing Arts & Design,Chemical Engineering,Psychology,Chemistry,Economics & Econometrics,Civil Engineering,Accounting & Finance,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Sociology,Languages, Literature & Linguistics,Sport Science,Education,Other Health,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,General Engineering,Communication & Media Studies,Physics & Astronomy",913.0,Concordia University,35%,False,Montreal,2026.0,False,XL,25.5,63.7,49 : 51,Canada,74.7,25.8,68.0,North America,False,,"36,811",Public,Very High,
conservatoirefordanceanddrama,,,,,,"Art, Performing Arts & Design",131417.0,Conservatoire for Dance and Drama,,False,,,False,,,,,,,,,,False,,,,,
constructoruniversity,Constructor University,,45.7995,,34.9,,,,90%,,,2026.0,,,22.6,51.4,42 : 58,Germany,94.0,32.2,92.4,,,,"1,750",,,
constructoruniversitybremen,,48.9,,,,"Physics & Astronomy,Economics & Econometrics,Psychology,Mathematics & Statistics,Business & Management,Computer Science,Chemical Engineering,Chemistry,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Sociology,Biological Sciences,Electrical & Electronic Engineering",622455.0,Constructor University Bremen,,False,,,False,,,,,,,,,,False,,,,,
copenhagenbusinessschool,,92.1,,,,"Politics & International Studies (incl Development Studies),Psychology,Economics & Econometrics,Communication & Media Studies,Law,Mathematics & Statistics,History, Philosophy & Theology,Accounting & Finance,Other Health,Sociology,Computer Science,Business & Management",131327.0,Copenhagen Business School,,False,,,False,,,,,,,,,,False,,,,,
corvinusuniversityofbudapest,,,,,,,,,,,Budapest,,,L,,,,,,,,Europe,,,,Private,High,
courtauldinstituteofart,,,,,,"History, Philosophy & Theology",131365.0,Courtauld Institute of Art,,False,,,False,,,,,,,,,,False,,,,,
covenantuniversity,Covenant University,56.6,34.9875,,21.6,"Electrical & Electronic Engineering,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,General Engineering,Communication & Media Studies,Chemistry,Accounting & Finance,Chemical Engineering,Physics & Astronomy,Other Health,Sociology,Biological Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Architecture,Psychology,Mathematics & Statistics",614223.0,Covenant University CU,0%,False,,2026.0,False,,22.2,50.8,39 : 61,Nigeria,42.3,27.5,55.7,,False,,"9,690",,,
coventryuniversity,Coventry University,69.6,41.677,,21.6,"Education,Psychology,History, Philosophy & Theology,Art, Performing Arts & Design,Computer Science,Architecture,Business & Management,Biological Sciences,Sport Science,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Chemistry,Sociology,Economics & Econometrics,Communication & Media Studies,Languages, Literature & Linguistics,Other Health,Mechanical & Aerospace Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Law,Electrical & Electronic Engineering,General Engineering,Geography,Politics & International Studies (incl Development Studies)",131675.0,Coventry University,58%,False,Coventry,2026.0,False,XL,14.6,73.5,50 : 50,United Kingdom,94.4,15.1,44.9,Europe,False,,"30,640",Public,High,
cracowuniversityoftechnology,Cracow University of Technology,30.4,24.2065,,25.9,"Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Mathematics & Statistics,General Engineering,Civil Engineering,Computer Science",654374.0,Cracow University of Technology,7%,False,Krakow,2026.0,False,L,11.0,32.7,38 : 62,Poland,33.6,10.4,30.5,Europe,False,,"12,400",Public,Very High,
cranfielduniversity,,,,,,"Computer Science,Chemistry,General Engineering,Law,Archaeology,Biological Sciences,Mathematics & Statistics,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,Business & Management,Civil Engineering,Sociology,Electrical & Electronic Engineering,Geography,Agriculture & Forestry,Accounting & Finance",131350.0,Cranfield University,,False,,,False,,,,,,,,,,False,,,,,
cukurovauniversity,Cukurova University,26.2,23.9135,,22.3,"Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Economics & Econometrics,Medicine & Dentistry,Communication & Media Studies,Architecture,Mechanical & Aerospace Engineering,Accounting & Finance,Archaeology,Biological Sciences,Chemistry,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,Other Health,Veterinary Science,Law,General Engineering,Mathematics & Statistics,Psychology,Computer Science,Sport Science,Education",131372.0,Cukurova University,3%,False,Adana,2026.0,False,XL,22.9,32.5,47 : 53,Turkey,29.8,13.8,33.7,Asia,False,,"33,663",Public,Medium,
